account,map_name,order,depth,full_name,title,level,function,reports_up_to,executive,linkedin_url,source,badge_check,li_active,note,lane
BMO,BMO - Back Office,11,2,Heather Purves,"Managing Director, Retail Banking and Treasury Payment Operations (Deposits and Payments Canada)",SVP,Payments & client onboarding,Christopher Collaros,Raphael Schapiro,https://www.linkedin.com/in/heather-purves-09ab946/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,12,3,Laurie Carson,"VP, Director- Deposit Operations (US & Canada)",VP,"Loan, mortgage & deposit operations",Heather Purves,Raphael Schapiro,https://www.linkedin.com/in/laurie-carson-57b68836/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,13,3,Jennifer Acquaah,"Director, Deposits, Payments & Fraud Process",Director,Payments & client onboarding,Heather Purves,Raphael Schapiro,https://www.linkedin.com/in/jennifer-acquaah-92220320b/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,14,3,Kathryn Digilio,Director Debit and Card Operations,Director,Payments & client onboarding,Heather Purves,Raphael Schapiro,https://www.linkedin.com/in/kathryn-digilio-b334979a/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,15,3,"Rosie Marella, MBA, FICB","Director, Deposit and Payments Canada, B2C Operations",Director,"Loan, mortgage & deposit operations",Heather Purves,Raphael Schapiro,https://www.linkedin.com/in/rosie-marella-mba-ficb-56b005158/,Sep 9 search | live-verified,"VERIFY:Director, Deposit and Payments Canada, B2C Operations; confirm reporting line",,,Operations leaders
BMO,BMO - Back Office,16,2,Anthony Bellicoso,"VP, Head Corporate and Commercial Lending Operations",VP,"Loan, mortgage & deposit operations",Christopher Collaros,Raphael Schapiro,https://www.linkedin.com/in/anthony-bellicoso-18a2578/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,17,3,Neil Gandhi,"Director, Commercial Lending Operations, Canada",Director,"Loan, mortgage & deposit operations",Anthony Bellicoso,Raphael Schapiro,https://www.linkedin.com/in/neil-gandhi-0469592b/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,18,2,Chris Quinlan,"Head of Service, Operations & Support",VP,Operations,Christopher Collaros,Raphael Schapiro,https://www.linkedin.com/in/chris-quinlan-6306a8a6/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,19,2,Mark Cashion,Vice President Securities Operations,VP,Wealth & securities operations,Christopher Collaros,Raphael Schapiro,https://www.linkedin.com/in/mark-cashion-85a749a8/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,20,2,Rosemary Mezik,"Head of Operations & Support, Business Banking",VP,Operations,Christopher Collaros,Raphael Schapiro,https://www.linkedin.com/in/rosemary-mezik-30473922/,Sep 9 search | live-verified,,,,Operations executives
BMO,BMO - Back Office,21,1,Anthony Tjong,"Director, Operations Technology",Director,Operations,Raphael Schapiro,Raphael Schapiro,https://www.linkedin.com/in/anthony-tjong-0654964/,Sep 9 search | live-verified,IN_SF:already in Salesforce,,,Operations technology
BMO,BMO - Back Office,22,0,Jacob Sorensen,"Executive Vice President, U.S. Chief Technology & Operations Officer",EVP,Operations,Top of the map,Jacob Sorensen,https://www.linkedin.com/in/jacob-sorensen-9060581/,Sep 9 search | live-verified,same name in Salesforce at unknown company; confirm the CRM badge before adding,,,Operations executives
BMO,BMO - Back Office,23,1,Stephen Taylor,"Executive Vice President & Chief Administrative Officer, Operations (US)",EVP,Operations,Jacob Sorensen,Jacob Sorensen,https://www.linkedin.com/in/stephen-taylor-1a31a816/,Sep 9 search | live-verified,"VERIFY:EVP & CAO, Operations (US) per BMO and The Org; a different seat from Ann Marie Wright, US CAO of BMO Financial Corporation",,,Operations executives
BMO,BMO - Back Office,24,2,Heather Kroliczek,"Managing Director and Head, U.S. Lending Operations BMO Bank",SVP,"Loan, mortgage & deposit operations",Stephen Taylor,Jacob Sorensen,https://www.linkedin.com/in/heather-kroliczek-430984235/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,25,3,Eric Chibnik,"Managing Director, Corporate and Commercial Lending Operations",VP,"Loan, mortgage & deposit operations",Heather Kroliczek,Jacob Sorensen,https://www.linkedin.com/in/eric-chibnik/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,26,2,Jacqueline M. Scydick,Senior Vice President First Mortgage Operations,SVP,"Loan, mortgage & deposit operations",Stephen Taylor,Jacob Sorensen,https://www.linkedin.com/in/jmscydick/,Sep 9 search | live-verified,,,,Operations executives
BMO,BMO - Back Office,27,2,Amy Ellis,Vice President - Operational Excellence,VP,Operations,Stephen Taylor,Jacob Sorensen,https://www.linkedin.com/in/amy-ellis-05b6407/,Sep 9 search | live-verified,same name in Salesforce at unknown company; confirm the CRM badge before adding,,,Operations leaders
BMO,BMO - Back Office,28,2,Emily Krishnakumar,"Head of Business Operations, NA",VP,Operations,Stephen Taylor,Jacob Sorensen,https://www.linkedin.com/in/emily-krishnakumar/,Sep 9 search | live-verified,,,,Operations leaders
BMO,BMO - Back Office,29,1,Julie Petrie,VP-Sr Product Owner,VP,Operations,Jacob Sorensen,Jacob Sorensen,https://www.linkedin.com/in/julie-petrie-6025866a/,Sep 9 search | live-verified,,,,Workforce planning & product owners
BMO,BMO - Back Office,30,0,Gillian Noble,"Vice President & Chief Operating Officer, BMO Insurance",VP,Operations,Top of the map,Gillian Noble,https://www.linkedin.com/in/gillian-noble-b1161b48/,Sep 9 search | live-verified,IN_SF:already in Salesforce,,,Operations executives
Bell Canada,Bell Canada - Back Office,1,0,Nikki Moffat,CHRO & EVP Corporate Services,EVP,Operations,Top of the map,Nikki Moffat,https://www.linkedin.com/in/nikki-moffat-39b4b337/,Sep 9 search | live-verified,VERIFY:CHRO & EVP Corporate Services; the corporate-services remit (shared services) is the reason she is on the map,,,Operations executives
Bell Canada,Bell Canada - Back Office,2,0,James Beresford,Senior Vice President Customer Operations,SVP,Operations,Top of the map,James Beresford,https://www.linkedin.com/in/james-beresford-233114343/,Sep 9 search | live-verified,IN_SF:already in Salesforce (as Government Of Canada),,,Operations executives
Bell Canada,Bell Canada - Back Office,3,1,"Mario Barbieri, MBA",Vice President Operations,VP,Operations,James Beresford,James Beresford,https://www.linkedin.com/in/mario-barbieri-mba-6aa1a19/,Sep 9 search | live-verified,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,4,2,Cindy Mallette,Associate Director - Operations Project Delivery,Director,Operations,"Mario Barbieri, MBA",James Beresford,https://www.linkedin.com/in/cindy-mallette-90815a10/,Sep 9 search | live-verified,VERIFY:profile start date reads 1976; confirm still in seat,,,Operations leaders
Bell Canada,Bell Canada - Back Office,5,2,Joan Lusch,"Associate Director, Project Operations",Director,Operations,"Mario Barbieri, MBA",James Beresford,https://www.linkedin.com/in/joan-lusch-5226604a/,Sep 9 search | bridged,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,6,2,Joe Montano,Associate Director Operations FIBETV,Director,Operations,"Mario Barbieri, MBA",James Beresford,https://www.linkedin.com/in/joe-montano-8286436/,Sep 9 search | bridged,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,7,1,Ann Cullingham (Lee),"Director, Customer Operations",Director,Operations,James Beresford,James Beresford,https://www.linkedin.com/in/ann-lee-1ba71629/,Sep 9 search | live-verified,same name in Salesforce at Government Of Canada; confirm the CRM badge before adding,,,Operations leaders
Bell Canada,Bell Canada - Back Office,8,2,Marc Isabelle,Associate Director for Customer Operations,Director,Operations,Ann Cullingham (Lee),James Beresford,https://www.linkedin.com/in/marc-isabelle-a47041a/,Sep 9 search | live-verified,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,9,1,Luc-David Martin,"Director, Client Service Operations",Director,Operations,James Beresford,James Beresford,https://www.linkedin.com/in/luc-david-martin/,Sep 9 search | live-verified,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,10,2,Holly Haley,Associate Director of Client Operations,Director,Operations,Luc-David Martin,James Beresford,https://www.linkedin.com/in/holly-haley-aa224812/,Sep 9 search | live-verified,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,11,1,Pietro Oliveri,"Director, Business Provisioning & Service Assurance at Bell",Director,"Order, provisioning & service assurance",James Beresford,James Beresford,https://www.linkedin.com/in/pietro-oliveri-1575b18/,Sep 9 search | live-verified,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,12,0,Matt MacEwen,Senior Vice President Finance Operations,SVP,Finance & shared services,Top of the map,Matt MacEwen,https://www.linkedin.com/in/matt-macewen-3a990a2a/,Sep 9 search | live-verified,,,,Operations executives
Bell Canada,Bell Canada - Back Office,13,1,Sofia Ahmad,"Vice President, Assistant Controller & Shared Services",VP,Finance & shared services,Matt MacEwen,Matt MacEwen,https://www.linkedin.com/in/sofia-ahmad-54450a98/,Sep 9 search | live-verified,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,14,1,Anna Petkos,Associate Director - Billing Services Management,Director,"Billing, payments & revenue",Matt MacEwen,Matt MacEwen,https://www.linkedin.com/in/anna-petkos-a6423085/,Sep 9 search | live-verified,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,15,1,Mac Xie,Director of Finance - Client Operations,Director,Finance & shared services,Matt MacEwen,Matt MacEwen,https://www.linkedin.com/in/mac-xie-b679b31/,Sep 9 search | live-verified,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,16,1,Stacey Ogilvy,Director - Credit and collections,Director,"Billing, revenue assurance & collections",Matt MacEwen,Matt MacEwen,https://www.linkedin.com/in/stacey-ogilvy-8a4877112/,Sep 9 search | live-verified,"VERIFY:LinkedIn headline reads Manager, credit and collections agency management; Apollo title is Director; confirm level",,,Operations leaders
Bell Canada,Bell Canada - Back Office,17,2,Krista Smith,"Associate Director, Accts Receivables",Director,Operations,Stacey Ogilvy,Matt MacEwen,https://www.linkedin.com/in/krista-smith-22159b2/,Sep 9 search | live-verified,,,,Operations leaders
Bell Canada,Bell Canada - Back Office,18,2,Walter Ramka,Associate Director A/R Credit Mgmt,Director,"Fraud, credit & disputes",Stacey Ogilvy,Matt MacEwen,https://www.linkedin.com/in/walter-ramka-54a98344/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,1,0,Roger Maguet,"Executive Vice President, Insurance Solutions",EVP,Operations,Top of the map,Roger Maguet,https://www.linkedin.com/in/rogermaguet/,Sep 9 search | live-verified,,,,Operations executives
Canada Life,Canada Life - Back Office,2,1,Kate Nazar,"Senior Vice President, Workplace Retirement and Savings",SVP,Operations,Roger Maguet,Roger Maguet,https://www.linkedin.com/in/kate-nazar-105a5611/,Sep 9 search | live-verified,,,,Operations executives
Canada Life,Canada Life - Back Office,3,2,Scott Hunter,"Assistant Vice-President, Investment Operations Support",AVP,Wealth & securities operations,Kate Nazar,Roger Maguet,https://www.linkedin.com/in/scott-hunter-7316b2205/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,4,0,Brady Aarssen,"Senior Vice President, Canada Operations",SVP,Operations,Top of the map,Brady Aarssen,https://www.linkedin.com/in/brady-aarssen-30189418/,Sep 9 search | live-verified,IN_SF:already in Salesforce (as Canada Life),,,Operations executives
Canada Life,Canada Life - Back Office,5,1,Brent Allen,"Vice President, Claims",VP,Claims,Brady Aarssen,Brady Aarssen,https://www.linkedin.com/in/brent-allen-70053419/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,6,2,Barbara Bebee,AVP Claims Solutions and Fraud Management,AVP,Claims,Brent Allen,Brady Aarssen,https://www.linkedin.com/in/barbara-bebee-446b28128/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,7,3,"Lisa Berard, CEBS","Director, H&D Claims Services",Director,Claims,Barbara Bebee,Brady Aarssen,https://www.linkedin.com/in/lisa-berard-gba-1932b539/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,8,2,Matt Williamson,"Assistant Vice President, Claims",AVP,Claims,Brent Allen,Brady Aarssen,https://www.linkedin.com/in/matt-williamson-10467978/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,9,3,Andrea Kearnan,Director- Specialized Claims & Support,Director,Claims,Matt Williamson,Brady Aarssen,https://www.linkedin.com/in/andrea-kearnan-20476027a/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,10,3,Louise Serpa,"Director, Health and Dental Claim Solutions",Director,Group benefits & plan member operations,Matt Williamson,Brady Aarssen,https://www.linkedin.com/in/louise-serpa-215167144/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,11,3,Moe El-farra,"Director, Claims Health & Dental Operations",Director,Claims,Matt Williamson,Brady Aarssen,https://www.linkedin.com/in/moe-el-farra-0a0827210/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,12,1,"Derek Bodkin, CPA, CMA",Vice President Disability Operations,VP,Operations,Brady Aarssen,Brady Aarssen,https://www.linkedin.com/in/derek-bodkin-cpa-cma-8282805/,Sep 9 search | bridged,VERIFY:LinkedIn (Mar 2026) reads VP Disability Operations; ZoomInfo still reads VP Insurance Business; live enrichment returned no result; confirm which,,,Operations leaders
Canada Life,Canada Life - Back Office,13,2,Karen Dick,"AVP, Western Disability Operations",AVP,Operations,"Derek Bodkin, CPA, CMA",Brady Aarssen,https://www.linkedin.com/in/karen-dick-107317119/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,14,3,Tracy Ryland,"Director, Calgary Disability Management Services",Director,Operations,Karen Dick,Brady Aarssen,https://www.linkedin.com/in/tracy-ryland-3a4a13159/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,15,2,Rita Iozzo,Assistant Vice President Disability Management,AVP,Operations,"Derek Bodkin, CPA, CMA",Brady Aarssen,https://www.linkedin.com/in/rita-iozzo-88b0383b/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,16,2,Terry Levesque,"AVP, Central Disability Operations at Canada Life",AVP,Operations,"Derek Bodkin, CPA, CMA",Brady Aarssen,https://www.linkedin.com/in/terry-p-levesque-2bb285140/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,17,3,"Khalid Abdul Karim, MBBS",Director- East Toronto Disability Management Service Office,Director,Operations,Terry Levesque,Brady Aarssen,https://www.linkedin.com/in/drkhalidkarim/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,18,3,Nancy Vilhena-Pereira,"Director, Central Toronto Disability Management Services",Director,Operations,Terry Levesque,Brady Aarssen,https://www.linkedin.com/in/nancy-vilhena-pereira-40917411b/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,19,1,Ian Troup,VP - Shared Services,VP,Finance & shared services,Brady Aarssen,Brady Aarssen,https://www.linkedin.com/in/ian-troup-915a3262/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,20,2,Ahmed Ahmed,"Director, Plan Sponsor Services - Shared Services",Director,Finance & shared services,Ian Troup,Brady Aarssen,https://www.linkedin.com/in/ahmed-ahmed-0b49523/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,21,2,Janice Guzzi,"Director, Operational Exellence, Plan Sponsor Services",Director,Group benefits & plan member operations,Ian Troup,Brady Aarssen,https://www.linkedin.com/in/janice-guzzi-34400a31/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,22,1,Robert Lunny,VP Shared Services,VP,Finance & shared services,Brady Aarssen,Brady Aarssen,https://www.linkedin.com/in/robert-lunny-322947a/,Sep 9 search | live-verified,VERIFY:VP Shared Services since 2006 per profile and Salesforce; confirm still in seat,,,Operations leaders
Canada Life,Canada Life - Back Office,23,1,Daniela Decary,"AVP, Disability Systems Modernization",AVP,Operations,Brady Aarssen,Brady Aarssen,https://www.linkedin.com/in/daniela-decary-95a2b113/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,24,1,Eshan Kochar,"AVP - Data, Insights & Workforce Management",AVP,Operations,Brady Aarssen,Brady Aarssen,https://www.linkedin.com/in/eshan-kochar-20206669/,Sep 9 search | live-verified,IN_SF:already in Salesforce (as Canada Life),,,Workforce planning & product owners
Canada Life,Canada Life - Back Office,25,1,Karri Kazarian,AVP New Business Strategic Systems,AVP,Policy administration & new business,Brady Aarssen,Brady Aarssen,https://www.linkedin.com/in/karri-kazarian-bb908690/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,26,1,Kim Lee,AVP Product Owner,AVP,Operations,Brady Aarssen,Brady Aarssen,https://www.linkedin.com/in/kim-lee-b5b9324a/,Sep 9 search | live-verified,,,,Workforce planning & product owners
Canada Life,Canada Life - Back Office,27,2,Amanda Ashton,"Director, Product Owner of Knowledge and Content Management",Director,Operations,Kim Lee,Brady Aarssen,https://www.linkedin.com/in/amanda-ashton-0335a4177/,Sep 9 search | live-verified,,,,Workforce planning & product owners
Canada Life,Canada Life - Back Office,28,2,Jenny Gale,"Director, Product Owner",Director,Operations,Kim Lee,Brady Aarssen,https://www.linkedin.com/in/jennygale/,Sep 9 search | live-verified,,,,Workforce planning & product owners
Canada Life,Canada Life - Back Office,29,1,Andriy Storozhuk,Director Operational Excellence,Director,Operations,Brady Aarssen,Brady Aarssen,https://www.linkedin.com/in/andriy-storozhuk-8ba89a38/,Sep 9 search | live-verified,,,,Operations leaders
Canada Life,Canada Life - Back Office,30,1,Mike Horton,Director - Policy Services,Director,Policy administration & new business,Brady Aarssen,Brady Aarssen,https://www.linkedin.com/in/mike-horton-041b7048/,Sep 9 search | live-verified,same name in Salesforce at unknown company; confirm the CRM badge before adding,,,Operations leaders
Telus,Telus - Back Office,1,0,"Gopi Chande, FCPA",Executive Vice President & Chief Financial Officer TELUS,EVP,Finance & shared services,Top of the map,"Gopi Chande, FCPA",https://www.linkedin.com/in/gopi-chande-fcpa-0a4b2632/,Sep 9 search | live-verified,,,,Operations executives
Telus,Telus - Back Office,2,1,Barbara Chiu,"VP, Finance - Revenue Assurance",VP,"Billing, revenue assurance & collections","Gopi Chande, FCPA","Gopi Chande, FCPA",https://www.linkedin.com/in/barbara-chiu-39162723/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,3,2,Catherine Blair,"Director, Billing & Revenue Enablement",Director,"Billing, payments & revenue",Barbara Chiu,"Gopi Chande, FCPA",https://www.linkedin.com/in/catherinejblair/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,4,2,Ramish Siddiqui,"Director, Revenue Assurance",Director,"Billing, revenue assurance & collections",Barbara Chiu,"Gopi Chande, FCPA",https://www.linkedin.com/in/ramishsiddiqui/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,5,1,Lynn Salekin,Vice President - Finance Shared Services,VP,Finance & shared services,"Gopi Chande, FCPA","Gopi Chande, FCPA",https://www.linkedin.com/in/lynnsalekin/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,6,0,Hesham Fahmy,"Executive Vice President, Chief Operations Officer and Chief Information Officer",EVP,Operations,Top of the map,Hesham Fahmy,https://www.linkedin.com/in/hesham-fahmy-6a90823/,Sep 9 search | live-verified,,,,Operations executives
Telus,Telus - Back Office,7,1,Brad Harper,VP Workforce Solutions,VP,Operations,Hesham Fahmy,Hesham Fahmy,https://www.linkedin.com/in/harperbrad/,Sep 9 search | live-verified,"VERIFY:two LinkedIn profiles, ours may be the old one; confirm",,,Workforce planning & product owners
Telus,Telus - Back Office,8,1,Devyansh K.,Head of Service Delivery and Program Management,VP,Operations,Hesham Fahmy,Hesham Fahmy,https://www.linkedin.com/in/devyansh-k-a481798/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,9,2,Bob Yoon,"Director of Operations, TELUS Partner Solutions",Director,Operations,Devyansh K.,Hesham Fahmy,https://www.linkedin.com/in/boyoon/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,10,2,Scott McArthur,"Director, Client Service Operations",Director,Operations,Devyansh K.,Hesham Fahmy,https://www.linkedin.com/in/scott-mcarthur-547b97/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,11,1,Scott Gaudet,"Vice President, Employer Operations (TELUS Health)",VP,Operations,Hesham Fahmy,Hesham Fahmy,https://www.linkedin.com/in/scgaudet/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,12,2,Helene Savage,"Senior Director, Operations Leader, Retirement and Benefit Solutions (TELUS Health)",Director,Operations,Scott Gaudet,Hesham Fahmy,https://www.linkedin.com/in/helene-savage-5709a97/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,13,2,Tyson Joyce,"Director, Quality and Continuous Improvement, Absence and Disability Management (TELUS Health)",Director,Operations,Scott Gaudet,Hesham Fahmy,https://www.linkedin.com/in/tyson-joyce-75353419/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,14,1,Shaye Draper,"Interim Vice President, Customer Service Delivery",VP,Operations,Hesham Fahmy,Hesham Fahmy,https://www.linkedin.com/in/shaye-draper-5a71126b/,Sep 9 search | bridged,"VERIFY:interim VP per profile, ZoomInfo and The Org (Sep 2026); live enrichment returned no result",,,Operations leaders
Telus,Telus - Back Office,15,2,Anne Gillam,"Director, National Service Assurance",Director,"Order, provisioning & service assurance",Shaye Draper,Hesham Fahmy,https://www.linkedin.com/in/anne-gillam-8ab2b09/,Sep 9 search | live-verified,,,,Operations leaders
Telus,Telus - Back Office,16,1,Steve Fast,"Vice President, Operational Excellence & Integration (TELUS Health)",VP,Operations,Hesham Fahmy,Hesham Fahmy,https://www.linkedin.com/in/steve-fast-8a24914/,Sep 9 search | live-verified,same name in Salesforce at unknown company; confirm the CRM badge before adding,,,Operations leaders
